2.502740,2.548524,9.195861
2.476096,2.549508,9.138241
2.482676,2.530905,9.164689
2.471875,2.501654,9.145648
2.510145,2.515326,9.124661
2.496341,2.502082,9.142664
2.520073,2.470299,9.166381
2.506920,2.510742,9.188986
2.469987,2.465976,9.110784
2.535445,2.526577,9.130237
2.496067,2.503493,9.155797
2.472446,2.497265,9.189794
2.482687,2.523330,9.157979
2.517948,2.548605,9.159942
2.518511,2.514208,9.137812
2.467728,2.504538,9.112209
2.528276,2.539503,9.169245
2.477207,2.517995,9.194046
2.503723,2.468474,9.187762
2.536498,2.519547,9.184747
2.487689,2.495943,9.155831
2.507949,2.503596,9.179307
2.504729,2.474815,9.166032
2.542053,2.478457,9.177128
2.514261,2.483866,9.185272
2.483535,2.471150,9.167532
2.465130,2.534881,9.193935
2.527933,2.474186,9.189303
2.507568,2.496412,9.151285
2.545248,2.484259,9.191181
2.503044,2.460304,9.178573
2.508384,2.511791,9.121496
2.495518,2.476962,9.149588
2.548628,2.483573,9.170525
2.539284,2.537043,9.137868
2.479169,2.500546,9.134705
2.486225,2.476791,9.176416
2.495998,2.534867,9.151655
2.542209,2.503723,9.128630
2.531122,2.470436,9.163706
2.464372,2.503349,9.133842
2.454224,2.539011,9.110358
2.492667,2.450674,9.125023
2.525448,2.501501,9.176349
2.510522,2.536635,9.167457
2.450905,2.454799,9.163597
2.486038,2.543862,9.134210
2.453131,2.468522,9.100528
2.518416,2.514723,9.102203
2.477525,2.457692,9.180762
2.502618,2.493034,9.171566
2.509150,2.486082,9.136076
2.460731,2.503257,9.185225
2.467876,2.485588,9.130043
2.493326,2.536052,9.176524
2.548323,2.461236,9.143336
2.513360,2.532653,9.147757
2.460682,2.484055,9.161865
2.536905,2.467564,9.102300
2.484400,2.509002,9.143899
2.541581,2.460064,9.141364
2.498277,2.539288,9.162256
2.457835,2.532707,9.151084
2.504744,2.532071,9.165744
2.488440,2.509015,9.159964
2.502433,2.483733,9.155096
2.472604,2.453695,9.198460
2.546754,2.493299,9.121390
2.548656,2.463677,9.164062
2.529077,2.499102,9.160925
2.545196,2.511427,9.105127
2.473785,2.504219,9.161561
2.539650,2.500419,9.187559
2.544587,2.468176,9.177475
2.468418,2.495868,9.100254
2.519374,2.525280,9.131329
2.526682,2.542367,9.101843
2.531448,2.451851,9.110382
2.483567,2.500793,9.182114
2.489821,2.525301,9.175007
2.491388,2.457462,9.111416
2.501763,2.524330,9.168798
2.472654,2.490878,9.129889
2.460733,2.541377,9.166330
2.455854,2.545303,9.150501
2.453663,2.507752,9.146611
2.538152,2.529089,9.156809
2.490452,2.524163,9.164061
2.469980,2.453478,9.160309
2.469023,2.460805,9.195029
2.480769,2.477403,9.159170
2.476770,2.467097,9.155377
2.473528,2.486483,9.173990
2.469657,2.526690,9.121086
2.514840,2.521733,9.112869
2.468892,2.460392,9.159203
2.464720,2.456838,9.131658
2.538573,2.491485,9.131147
2.453731,2.462760,9.161847
2.491914,2.489606,9.152251
2.526582,2.454491,9.178455
2.520395,2.484275,9.151937
2.523400,2.479318,9.146251
2.538986,2.543940,9.141561
2.474117,2.483250,9.139607
2.474564,2.489382,9.190844
2.543790,2.482089,9.120239
2.467459,2.482064,9.109255
2.495065,2.458318,9.197956
2.544818,2.459119,9.167460
2.541153,2.460456,9.133369
2.467193,2.518171,9.153490
2.499309,2.484912,9.159268
2.495713,2.452959,9.128868
2.517474,2.493358,9.112734
2.546906,2.451034,9.172780
2.495712,2.525639,9.156757
2.510577,2.464499,9.187775
2.501758,2.450358,9.113087
2.531415,2.499290,9.126848
2.466106,2.543316,9.169662
2.478606,2.532680,9.102953
2.479796,2.525140,9.182765
2.479754,2.528355,9.107718
2.477960,2.481295,9.168242
2.545974,2.478334,9.109365
2.493644,2.468617,9.192855
2.466031,2.484304,9.148759
2.535942,2.477893,9.197136
2.488134,2.471981,9.131118
2.518117,2.496459,9.138215
2.545666,2.511035,9.110738
2.487364,2.522844,9.181209
2.487108,2.519215,9.103654
2.504119,2.522420,9.162783
2.457008,2.528864,9.172011
2.493989,2.474755,9.160746
2.512517,2.473233,9.183828
2.466872,2.518074,9.110740
2.473041,2.503975,9.158797
2.488618,2.504020,9.111730
2.463944,2.500658,9.113112
2.497749,2.461329,9.112363
2.531899,2.534188,9.145061
2.476170,2.481198,9.147572
2.460312,2.456942,9.181581
2.540626,2.498792,9.145151
2.467166,2.461512,9.181397
2.542901,2.532070,9.150950
2.488848,2.467272,9.181559
2.525780,2.487018,9.159760
2.521348,2.490501,9.103424
2.522886,2.451536,9.120139
2.495877,2.505343,9.156587
2.479596,2.465449,9.151531
2.470503,2.545985,9.128016
2.453537,2.501821,9.161271
2.533560,2.545882,9.187795
2.502843,2.489882,9.195878
2.523214,2.462028,9.156006
2.503609,2.549933,9.177452
2.526736,2.450876,9.129211
2.492930,2.481262,9.121730
2.539574,2.524507,9.137111
2.497713,2.466344,9.188787
2.534437,2.483977,9.150548
2.480671,2.531610,9.114470
2.458661,2.508204,9.139749
2.544311,2.541528,9.101330
2.522151,2.495017,9.103624
2.547374,2.521796,9.182718
2.456299,2.519672,9.181931
2.452398,2.544918,9.179336
2.482497,2.533080,9.133013
2.514969,2.482559,9.117410
2.484754,2.456149,9.141273
2.533569,2.488238,9.168084
2.515271,2.466422,9.104831
2.544988,2.517320,9.151843
2.549573,2.475853,9.110739
2.486431,2.544261,9.153992
2.548674,2.469215,9.146695
2.471773,2.483205,9.169891
2.542651,2.536930,9.137062
2.504706,2.489464,9.174189
2.468103,2.507823,9.123479
2.534105,2.497502,9.166911
2.452587,2.522314,9.179792
2.459554,2.530488,9.163204
2.483885,2.460696,9.173092
2.460095,2.509723,9.162471
2.488631,2.527694,9.195946
2.469298,2.493706,9.169868
2.548025,2.453972,9.155709
2.523054,2.474196,9.165118
2.463022,2.507708,9.104385
2.514375,2.507688,9.157281
2.548245,2.460766,9.140462
2.540474,2.540124,9.114458
2.522912,2.476289,9.138977
2.497077,2.476046,9.156908
2.478446,2.542177,9.118218
2.506038,2.473863,9.169424
2.466188,2.520393,9.190714
2.495813,2.527596,9.156087
2.469198,2.510211,9.168180
2.489172,2.515919,9.105824
2.475237,2.509046,9.178648
2.502658,2.474467,9.122087
2.514757,2.514107,9.147215
2.495925,2.520195,9.171245
2.514063,2.452529,9.102291
2.477993,2.536203,9.113111
2.493968,2.526569,9.189242
2.467419,2.506775,9.115896
2.497690,2.477776,9.134912
2.521656,2.463004,9.161527
2.465807,2.521859,9.138255
2.489221,2.534592,9.137230
2.507460,2.485019,9.159064
2.522421,2.530323,9.189091
2.502710,2.539233,9.145297
2.546253,2.478808,9.181465
2.457678,2.501197,9.171888
2.518792,2.535976,9.197927
2.536956,2.513031,9.166477
2.502281,2.538304,9.120570
2.487679,2.519195,9.159039
2.518831,2.493865,9.130167
2.509564,2.536536,9.112277
2.534524,2.450191,9.108085
2.504237,2.512518,9.136243
2.511065,2.468163,9.162763
2.458288,2.455386,9.123599
2.515565,2.502108,9.174155
2.467823,2.506133,9.123559
2.477830,2.488139,9.107407
2.511407,2.520102,9.105163
2.519520,2.466061,9.134627
2.475560,2.545897,9.149158
2.504310,2.545327,9.168632
2.516966,2.542092,9.192116
2.519781,2.452346,9.122223
2.505258,2.463563,9.153920
2.497170,2.541638,9.168125
2.454386,2.465933,9.179883
2.529143,2.507496,9.137095
2.514082,2.474097,9.100623
2.497224,2.541140,9.182345
2.469008,2.514506,9.148221
2.510208,2.470382,9.157652
2.513878,2.546406,9.190163
2.511437,2.522641,9.178078
2.485323,2.517572,9.175743
2.548023,2.520287,9.117069
2.543655,2.508123,9.179126
2.496161,2.483728,9.174214
2.489152,2.473048,9.161633
2.518292,2.528633,9.178310
2.495324,2.518019,9.191147
2.501229,2.546994,9.178379
2.513721,2.516141,9.138630
2.454045,2.535278,9.167651
2.540583,2.473172,9.145432
2.464280,2.456054,9.157973
2.508915,2.530562,9.101494
2.465779,2.543264,9.192050
2.538607,2.469030,9.135916
2.457585,2.524422,9.106326
2.467117,2.532541,9.159415
2.530777,2.468603,9.154752
2.509909,2.547439,9.160373
2.547241,2.484098,9.187716
2.507989,2.467243,9.197052
2.452161,2.463719,9.169270
2.533268,2.534499,9.182764
2.489169,2.470304,9.150980
2.515216,2.531402,9.119513
2.531643,2.521362,9.184299
2.476501,2.545674,9.191640
2.524666,2.456467,9.196140
2.497133,2.507269,9.120091
2.475341,2.548149,9.195781
2.544463,2.491859,9.131125
2.483632,2.501420,9.107030
2.543523,2.482713,9.111605
2.483691,2.492895,9.140182
2.505566,2.451944,9.175887
2.457518,2.506527,9.143281
2.463336,2.478604,9.142406
2.494845,2.466740,9.148971
2.452015,2.518563,9.136348
2.467827,2.467856,9.109479
2.452070,2.549643,9.192389
2.518759,2.480492,9.185029
2.546980,2.491561,9.114581
2.476679,2.540489,9.147038
2.477603,2.482241,9.172796
2.523510,2.531915,9.145465
2.494561,2.480785,9.107994
2.529616,2.463161,9.195267
2.513545,2.451196,9.197201
2.518388,2.453096,9.129923
2.516906,2.536007,9.117373
2.450175,2.496189,9.197966
2.500195,2.471548,9.156626
2.521173,2.450113,9.101267
2.493865,2.493421,9.172365
2.483402,2.545605,9.137560
2.519842,2.483644,9.159104
2.519294,2.479938,9.169700
2.501777,2.470934,9.132426
2.480807,2.517067,9.192517
2.540170,2.538540,9.186023
2.512781,2.506307,9.156937
2.521858,2.458762,9.158349
2.518196,2.526160,9.121574
2.524328,2.476869,9.183824
2.476418,2.464104,9.154743
2.464993,2.537271,9.164010
2.462778,2.509288,9.147636
2.540088,2.463130,9.169366
2.548877,2.467199,9.166018
2.451285,2.450574,9.148985
2.489252,2.465225,9.191342
2.543860,2.462708,9.179733
2.509089,2.450968,9.161370
2.465199,2.497770,9.167725
2.506521,2.501346,9.168736
2.500024,2.503261,9.159495
2.503354,2.470651,9.174496
2.499258,2.521349,9.166571
2.465804,2.465586,9.155252
2.455327,2.486168,9.175296
2.479598,2.500070,9.122090
2.524609,2.501840,9.182355
2.455072,2.490222,9.115235
2.499717,2.545834,9.182634
2.516594,2.498884,9.191216
2.519311,2.465798,9.113720
2.533088,2.503964,9.175747
2.457659,2.473171,9.128574
2.501838,2.498195,9.108962
2.529701,2.487969,9.138982
2.485761,2.491959,9.198776
2.535460,2.476050,9.115618
2.539733,2.496188,9.186619
2.477731,2.526675,9.184592
2.510735,2.523661,9.116283
2.510390,2.526538,9.179925
2.485156,2.518119,9.179768
2.462456,2.504803,9.177956
2.506606,2.519627,9.123089
2.488732,2.514347,9.186284
2.533096,2.451458,9.110595
2.479073,2.477319,9.152909
2.460681,2.467972,9.151711
2.542745,2.515873,9.125438
2.510864,2.492069,9.154633
2.549124,2.536182,9.167465
2.541898,2.478709,9.104584
2.479424,2.476683,9.159471
2.518787,2.452703,9.122707
2.521294,2.487522,9.133811
2.497566,2.498121,9.161388
